监测点编码,监测点名称,城市,经度,纬度,date,PM2_5,row_index,col_index,proj_x,proj_y,dem,w10,d10,t2m,sp,tp,blh,e,r,u10,v10,aod_sat,ndvi,id
2625A,山南人民医院,山南地区,91.7706,29.261,20170601,7.943313953,3898,2931,-293440.6663,-82894.96948,3554,0.663208723,217.407135,279.0942993,61499.89844,0.001461139,321.644989,-7.48978e-06,46.35028076,-0.402872384,0.526820302,0.088327661,2181,1244
1826A,世纪星幼儿园,开封,114.2886,34.7967,20170601,58.68994413,3013,6534,1612557.143,733414.1485,74,0.685132325,226.0942535,287.9278564,100723.9375,0.001241425,214.7375946,-1.33414e-05,58.19022369,-0.493613899,0.47513324,0.858758092,3013,643
2870A,市疾控中心,镇江,119.4369444,32.18888889,20170601,49.86908078,3430,7358,2112178.604,525155.5737,38,1.034299016,260.9939575,288.0992737,101488.7109,0.002501329,257.5121765,-2.24585e-05,69.50085449,-1.021541238,0.161950588,0.780995071,3637,1337
1457A,市环保局,拉萨,91.1221,29.6747,20170601,15.42241379,3832,2828,-350402.4839,-31725.91307,3659,0.270927548,2.284201145,278.810791,60481.10938,0.001035743,341.0104675,-4.75675e-06,38.77491379,0.0107978,0.270712286,0.092499048,2179,385
2612A,景洪市江南,西双版纳州,100.7939,22.0019,20170601,25.28366762,5060,4375,576217.6784,-918539.9801,551,0.537201285,0.952060878,294.5121155,91861.92188,0.003040961,61.1054039,-4.31799e-06,78.18933105,0.008925479,0.537127137,0.303641975,4920,1232
3039A,第一小学,三门峡,111.19,34.7822,20170601,56.6448468,3015,6038,1356372.993,684876.3217,380,1.029007792,241.8014832,286.2153625,96123.84375,0.001181354,170.224762,-1.24794e-05,63.56178284,-0.90686518,0.486263812,0.643537164,2388,1396
2598A,西南郊,丽江,100.2143,26.8576,20170601,19.28389831,4283,4282,488704.2501,-358333.2514,2385,0.46882689,49.05317307,285.002533,73996.99219,0.002544035,157.1844635,-4.31272e-06,64.14559937,0.354105651,0.307258576,0.191317394,3915,1219
1050A,丛台公园,邯郸,114.4965,36.61981,20170601,70.51810585,2721,6567,1586248.191,953004.222,60,0.522804618,37.71175385,287.1472473,100565.875,0.000738263,185.5763855,-9.77771e-06,52.73729324,0.319785953,0.413595915,0.802223086,2015,38
2997A,王营,泰州,119.8767,32.3292,20170601,46.44334278,3407,7428,2145171.081,550960.3736,5,1.032977343,260.0223999,288.0259094,101659.2734,0.002538252,260.3939514,-1.99987e-05,69.54625702,-1.01734674,0.179018795,0.760640621,3235,1370
1182A,农科院,徐州,117.2933,34.2778,20170601,67.94117647,3096,7015,1873800.709,725547.0071,38,1.065492511,240.4212341,287.5091248,101328.3672,0.001641876,209.3422546,-1.38517e-05,62.7490654,-0.926618814,0.525976956,0.810331285,3063,158
1628A,市环保局,滨州,118.0062,37.3803,20170601,57.56779661,2599,7129,1845566.532,1104423.454,12,0.803805292,224.1965942,285.9595032,101618.4063,0.00080481,192.4468994,-1.06852e-05,52.11980438,-0.560337603,0.576302648,0.791954517,2410,472
1414A,缙云山,重庆,106.379,29.8272,20170601,31.79189944,3808,5269,1024070.277,38831.25409,569,0.727498531,314.1569824,291.4524231,97223.65625,0.00149034,129.0305786,-9.87306e-06,73.65727997,-0.521967232,-0.506758571,0.936833382,5508,349
1295A,象湖,南昌,115.892,28.6425,20170601,36.65598886,3997,6791,1899881.024,41794.03185,23,1.346121788,344.2358704,291.196167,101270.0391,0.002581747,234.6418762,-2.40028e-05,71.11257935,-0.365821183,-1.29546082,0.67128396,2364,248
1117A,开发区,大连,121.7769,39.0511,20170601,29.50833333,2332,7732,2086380.808,1376633.089,36,0.22735922,121.3709869,284.0149536,101059.1094,0.000464833,449.9803772,-7.95607e-05,61.49964142,0.194130003,-0.118345924,0.629770041,2882,99
2169A,市环保局,朔州,112.4078,39.3265,20170601,48.93417367,2288,6233,1360215.148,1244938.864,1104,1.243502975,67.59925842,279.388031,87890.69531,0.001008321,172.6505585,-3.76435e-06,54.18214417,1.149653077,0.473917067,0.418770075,2113,836
1074A,电机北厂,衡水,115.6951,37.7575,20170601,58.14285714,2539,6759,1653497.29,1107962.694,22,1.171304941,207.1447449,286.6327515,101397.5391,0.000760664,202.3623657,-1.17335e-05,49.35187531,-0.534381628,1.042301178,0.857591271,2515,60
1744A,松山一中,赤峰,118.9233,42.2814,20170601,24.72268908,1815,7276,1773620.886,1702038.747,568,1.161489248,78.83686829,279.4663086,94247.65625,0.000646835,275.7804565,-4.18163e-06,44.60363007,1.139504671,0.224914044,0.444131255,1742,567
2406A,气象站,南阳,112.5573,33.027,20170601,60.09610028,3296,6257,1507296.133,496653.6545,128,0.746194363,302.8924561,288.0501404,99963.35156,0.001378033,203.260376,-1.25738e-05,66.75246429,-0.626598716,-0.405191392,0.841064394,2180,1053
1661A,港务局,日照,119.54,35.3962,20170601,42.57464789,2917,7374,2025527.588,901278.7395,8,0.455493599,230.3441315,286.6143799,101210.8516,0.000822518,359.7850037,-6.46903e-05,65.52081299,-0.35067302,0.29069373,0.682033181,2252,500
1866A,牛尾岭水库,北海,109.2256,21.5958,20170601,34.31700288,5125,5724,1417376.638,-879368.5347,30,1.062204719,275.8356323,296.1120911,101067.7266,0.0028437,345.6342468,-6.97215e-05,77.09281921,-1.056705356,-0.107947953,0.47739923,5340,679
2389A,环保西院,新乡,113.836,35.31,20170601,57.52793296,2930,6462,1563381.466,786912.6748,73,0.555281818,316.6461182,287.9078979,100077.8984,0.000832964,171.0006866,-8.73702e-06,54.34914017,-0.381230593,-0.403733969,0.79844743,3130,1038
1125A,甩湾子,长春,125.633,43.55,20170601,26.19602273,1612,8349,2209040.299,1987533.649,221,1.301642656,41.46250534,277.507019,98710.07813,0.001216662,256.736908,-8.99204e-06,61.24198151,0.86183548,0.975455284,0.457995176,3629,107
1298A,省站,南昌,115.931,28.6844,20170601,35.57244318,3991,6797,1902326.184,47392.41275,22,1.313311934,346.98172,291.1802979,101390.7734,0.002646531,236.6606598,-2.5529e-05,71.18412018,-0.29594928,-1.279532075,0.670797646,2181,250
2164A,泽州一中,晋城,112.8252,35.4813,20170601,60.03361345,2903,6300,1476699.522,791617.9062,726,0.42642048,250.3935242,284.124176,92247.38281,0.00101096,170.0814362,-6.02659e-06,59.60507202,-0.401691258,0.143103316,0.663295627,2784,831
1229A,朝晖五区,杭州,120.157,30.2897,20170601,50.10972222,3734,7473,2230477.998,321552.287,14,0.795664549,301.7076721,289.5498047,101255.6875,0.002588751,238.3686981,-1.90325e-05,72.02410889,-0.676930428,-0.418147385,0.70338881,2540,196
2013A,富春二小,富阳,119.946,30.049,20170601,31.72916667,3772,7439,2219365.401,289073.9742,14,0.626450121,309.6399536,289.4871216,100054.5703,0.002785187,210.4428864,-1.15656e-05,74.15386963,-0.482436299,-0.399618506,0.694573581,3362,811
1157A,浦口,南京,118.626,32.0878,20170601,38.83383686,3446,7228,2046347.497,496252.9203,38,1.059375405,266.2998962,288.1353455,101181.7188,0.002397407,239.8341217,-1.86948e-05,68.09899139,-1.057164073,0.068412669,0.776954234,3913,138
1048A,东污水处理厂,邯郸,114.5426,36.6164,20170601,75.5491573,2721,6575,1590031.055,953344.1355,55,0.515759468,26.72362709,287.2576294,100767.0391,0.000736678,189.2630768,-9.73578e-06,52.43909454,0.231924117,0.460672349,0.802488446,2694,36
2255A,佳纺,佳木斯,130.2719,46.8025,20170601,28.64647887,1092,9091,2390031.597,2472648.711,82,1.240229607,60.56204224,274.4664917,100031.8828,0.000705877,207.1914978,-8.80682e-06,65.10733795,1.080082536,0.609582782,0.368902862,2553,916
1705A,西园路,潮州,116.6339,23.6714,20170601,29.08888889,4793,6909,2093378.022,-511547.168,17,0.72311306,272.6368408,294.2747498,101239.7188,0.002698529,203.0926514,-1.7308e-05,81.17048645,-0.722348988,-0.033232827,0.430449426,2247,534
2696A,艺术中心,阿克苏地区,80.2956,41.1933,20170601,69.5377095,1989,1095,-1116731.913,1435698.672,1122,0.92384398,339.5630493,285.6088562,88587.33594,0.000293061,112.823555,-1.7371e-05,45.95623779,-0.322655797,-0.86566788,0.252849162,1907,1310
2654A,监测站,张掖,100.4686,38.9467,20170601,19.8,2349,4323,431902.6137,1089882.506,1472,0.839065254,9.563155174,282.3387146,84065.375,0.000365978,109.1428146,-4.14774e-06,37.37229919,0.139393717,0.827405512,0.235155448,1970,1270
1383A,北街,江门,113.104,22.6069,20170601,37.28011204,4963,6345,1778601.174,-701598.0687,8,0.587068558,255.4230499,295.0271301,101057.6484,0.003360467,254.9163208,-2.3507e-05,75.69476318,-0.568165421,0.147775501,0.53491056,3303,321
2424A,陈家湾,黄石,115.0767,30.2028,20170601,54.00704225,3748,6660,1789245.231,207544.5506,78,0.897421241,250.8583374,290.3422241,101205.3047,0.002554582,190.3108521,-2.52694e-05,70.76367188,-0.847792745,0.294299781,0.750813127,4247,1063
2195A,附中,巴彦淖尔,107.4211,40.7608,20170601,25.21610169,2058,5435,950998.4104,1359328.547,1040,0.293677479,52.34536362,282.9934082,89954.98438,0.00024931,198.2429352,-6.39955e-06,33.65159988,0.23250179,0.179413959,0.380846113,1425,858
1958A,经济开发区,库尔勒,86.2381,41.7128,20170601,41.54929577,1906,2046,-661375.6868,1445002.354,979,0.706081092,350.4817505,286.9968262,89745.60156,0.000135102,193.5648041,-9.89858e-06,36.06020355,-0.116819926,-0.696350217,0.235998198,1532,761
1776A,江南公园,吉林,126.55,43.8256,20170601,32.43871866,1568,8496,2262258.937,2040484.807,195,1.088535547,25.58363914,276.1708069,97975.71094,0.001322086,223.7497253,-1.10763e-05,66.50260925,0.470047265,0.981817245,0.46669054,1638,597
1165A,苏州新区,苏州,120.543,31.2994,20170601,40.22777778,3572,7535,2233000.766,446679.0467,7,1.694848657,268.4058838,289.5557251,101547.4375,0.001747284,339.7496948,-6.02197e-05,71.79953003,-1.694190621,0.04722571,0.718467355,2552,146
2479A,零陵区环保局,永州,111.6236,26.2331,20170601,39.27011494,4383,6108,1563666.138,-311957.2524,119,0.679004788,300.6091919,292.0270691,99986.16406,0.001487941,253.2713013,-1.18733e-05,71.9759903,-0.584413886,-0.345699102,0.734659016,3515,1115
2920A,蓝田镇,漳州,117.7116,24.506,20170601,32.09052925,4659,7082,2173656.156,-393756.7023,8,0.674512506,260.6334229,293.9732971,100665.5156,0.002155975,204.3484039,-1.09609e-05,77.69190979,-0.665514886,0.109804727,0.420130253,2864,1360
3048A,九龙,福州,119.58,26.0931,20170601,24.6103352,4405,7381,2303040.135,-171368.0378,46,2.147257328,325.8845215,292.2287903,99451.75781,0.002383557,414.9331055,-7.29902e-05,81.43119049,-1.204450607,-1.777642488,0.43510133,3425,1398
1371A,湾梁,佛山,113.134,23.0048,20170601,35.82152975,4899,6349,1773092.54,-655937.0211,3,0.817487895,265.354126,295.2848511,101244.7109,0.002753559,250.8326569,-2.57542e-05,72.20375824,-0.814799011,0.066249952,0.572459698,2664,309
2593A,小围寨,黔南州,107.5228,26.2403,20170601,23.11350575,4382,5452,1180261.849,-368389.7049,877,0.79744947,252.5640717,288.0232544,90582.97656,0.002956341,301.2262268,-9.07251e-06,84.0309906,-0.760799825,0.23897551,0.573387146,5582,1214
2639A,世纪广场　,榆林,109.7456,38.2911,20170601,29.62570621,2454,5807,1172750.782,1086224.077,1071,0.422878504,185.6974182,283.2213135,88814.13281,0.00075286,251.7909088,-1.14078e-05,48.07284164,-0.041980024,0.420789629,0.408533186,1739,1256
2266A,人和东街,绥化,126.9934,46.6384,20170601,29.89728097,1118,8567,2182647.764,2377406.709,179,0.880041957,60.71829224,274.9450073,99416.40625,0.000813144,190.606781,-7.22109e-06,65.49192047,0.767581582,0.430455983,0.362668186,1582,924
1341A,火车新站,长沙,113.0014,28.1944,20170601,52.33757062,4069,6328,1649849.695,-62343.35904,48,0.786838472,348.3643494,290.9443665,100827.4063,0.002591404,236.0260315,-1.72821e-05,72.36945343,-0.158762127,-0.770655155,0.784723103,1952,287
2635A,市监测站,汉中,107.0154,33.0706,20170601,47.69553073,3289,5370,1033811.955,430151.5471,510,0.12008667,173.3561401,287.5496521,94011.75,0.001753839,77.07151031,-2.24398e-06,75.89679718,0.013904395,-0.119278982,0.569553077,2997,1252
2359A,财苑宾馆,鹰潭,117.0281,28.2403,20170601,34.53501401,4062,6972,2012071.248,18009.31259,37,0.819194257,316.5574951,291.7428284,100789.1016,0.00241605,176.9019012,-1.45328e-05,70.7614975,-0.563341439,-0.594748437,0.593418539,2952,1009
2355A,市气象局,新余,114.9314,27.8036,20170601,42.52089136,4132,6637,1833711.29,-73378.90729,60,0.785281599,308.9792175,291.7711487,100887.9922,0.002918826,231.6656952,-1.55332e-05,71.69377899,-0.610490441,-0.49393183,0.658805549,2279,1005
2489A,市委党校,娄底,112.0194,27.7314,20170601,31.31779661,4143,6171,1570188.666,-132182.1904,132,0.795218647,338.3766174,290.4475708,99497.10938,0.002292658,231.5582733,-1.25185e-05,74.19737244,-0.293101609,-0.739232183,0.774625421,3047,1124
2860A,宾水西道,天津,117.1589,39.0845,20170601,50.49011299,2327,6993,1732426.392,1290822.258,4,1.061497211,190.7718964,285.3466492,101646.2031,0.000780756,198.9930115,-2.10249e-05,49.79409409,-0.19838728,1.042793751,0.853808522,2464,1331
2002A,宜兴市环保局,宜兴,119.818,31.354,20170601,47.49582173,3563,7419,2169365.122,436744.0927,8,1.484939218,258.0192871,289.3616028,101354.0156,0.002016003,319.4496765,-6.25229e-05,71.55879211,-1.452581286,0.308305174,0.745851994,2767,801
1222A,宿豫区环保局,宿迁,118.3214,33.9506,20170601,54.23463687,3148,7179,1967887.84,707296.6077,20,1.010190964,248.2906799,287.3928223,101477.8359,0.00178478,229.0317688,-2.27493e-05,64.30950928,-0.938527524,0.37370038,0.784743369,2690,189
2669A,监测站,甘南州,102.905,35.0003,20170601,27.56901408,2980,4713,662441.9863,625862.2214,2907,0.848208785,282.2159119,274.5579529,69771.72656,0.001358416,141.4181213,-3.48597e-06,71.5104599,-0.829012394,-0.179434091,0.210101157,3731,1284
1150A,浦东张江,上海,121.577,31.2071,20170601,40.78472222,3587,7700,2324167.601,460024.3326,3,1.130100608,262.7351379,289.105072,101655.9688,0.001969476,387.7877808,-4.23951e-05,75.65406036,-1.121022224,0.142955974,0.642294884,3352,131
2432A,襄城运动路,襄阳,112.155,32.0197,20170601,64.06741573,3457,6193,1494087.063,371650.2164,69,0.583027184,205.0807037,288.690094,100355.3984,0.001769713,229.0804749,-1.67241e-05,67.86605835,-0.247135058,0.528057694,0.838162959,2640,1070
1976A,招远教育局,招远,120.394,37.364,20170601,30.69662921,2602,7511,2033545.987,1149639.666,75,0.826941431,210.5200043,284.61203,100253.1016,0.000805083,325.6167908,-1.87553e-05,63.81868362,-0.419942141,0.712376833,0.646867514,3377,776
1881A,三水厂,绵阳,104.7283,31.5072,20170601,50.53472222,3539,5005,856257.0921,222032.7411,468,0.575144768,339.2542725,290.3222656,95207.50781,0.000890028,139.0517731,-1.02673e-05,65.27946472,-0.203772381,-0.537836671,0.734473348,3465,689
1636A,三金集团,淄博,117.8512,36.8041,20170601,56.51267606,2691,7104,1849471.486,1033488.843,50,1.001184344,193.5328674,285.7624207,100466.4766,0.000942024,184.0343933,-8.87756e-06,56.74019241,-0.234273672,0.97338891,0.784299135,2390,480
1983A,乳山市环保局,乳山,121.531,36.913,20170601,20.8988604,2674,7693,2137020.943,1120939.008,24,0.297029167,103.4968414,284.7035522,101225.7266,0.000956236,348.9638977,-3.36368e-05,68.25534058,0.288829744,-0.069308795,0.585755289,2189,783
1173A,市环境监测站,连云港,119.176,34.5885,20170601,42.12256267,3046,7316,2019845.744,799261.05,5,0.808309436,243.9462128,286.9439087,101566.2344,0.001325007,254.9545135,-1.93785e-05,64.7420578,-0.726159155,0.355045199,0.711947203,2541,153
1317A,郑纺机,郑州,113.641,34.7745,20170601,63.62078652,3016,6431,1559584.469,720331.9279,103,0.665182531,210.0144043,288.1921082,100404.6094,0.001011267,214.8143311,-1.27262e-05,58.54251862,-0.332727224,0.575986445,0.839864969,1961,264
1672A,韶关学院,韶关,113.6734722,24.77908333,20170601,34.24229692,4615,6436,1786357.567,-444068.7309,109,0.293609947,292.8977661,293.0881042,99527.21875,0.002214485,172.4920959,-1.06398e-05,76.00717163,-0.270480275,-0.114224441,0.543126583,5945,508
1620A,新光毛纺厂,临沂,118.2764,34.9817,20170601,46.4432133,2983,7172,1934992.172,827221.8775,67,0.695376277,241.1823883,286.5305481,100856.2891,0.001240561,209.2254639,-1.31028e-05,62.69041824,-0.609249353,0.335206538,0.7568174,2636,466
1739A,赛鱼,阳泉,113.4922,37.8792,20170601,50.03267045,2519,6407,1476932.222,1087367.834,814,0.712742805,85.05738068,281.4868774,90467.03125,0.001168665,160.7254639,-4.35382e-06,61.85591507,0.710089743,0.061439585,0.575711429,3710,562
1380A,张溪,中山,113.3881,22.5497,20170601,33.25770308,4972,6390,1807414.348,-702891.347,2,0.793949068,250.8421021,295.2735291,101052.7891,0.002968894,287.220459,-3.49542e-05,76.26359558,-0.749968886,0.260579675,0.531543255,2896,318
1375A,容桂街道办,佛山,113.257,22.7629,20170601,34.17746479,4938,6369,1790137.48,-681142.5905,3,0.723628044,253.4748993,295.2415161,101252.6875,0.003101477,255.1836243,-2.73967e-05,73.64826965,-0.69373095,0.205851644,0.548339605,2149,313
1057A,人民公园,张家口,114.8985,40.8367,20170601,26.28910615,2046,6632,1515272.393,1462367.043,920,0.938503146,343.3285522,279.1560059,90271.85156,0.000821549,209.9865265,-3.5811e-06,49.03476715,-0.269316286,-0.899031103,0.484285414,3527,45
1708A,新兴,揭阳,116.3697,23.5353,20170601,30.43258427,4814,6867,2071619.981,-532528.3935,8,0.602673233,262.4718018,294.2104187,100526.625,0.002467811,201.5692596,-1.58238e-05,79.18592834,-0.597475111,0.078984156,0.426376343,1827,536
2178A,地区技校,运城,110.9678,35.0308,20170601,72.14185393,2975,6003,1333068.274,711438.7731,362,1.150477529,248.6179047,287.1377869,96518.46875,0.000945231,162.3888092,-1.19863e-05,58.51220322,-1.071275115,0.419485599,0.61713022,3126,843
2606A,市经济开发区,楚雄州,101.538,25.0492,20170601,21.25348189,4572,4494,626668.5345,-562008.4502,1787,1.421431303,12.47855949,288.5471497,80281.83594,0.00224828,260.5528259,-6.07959e-06,66.85070801,0.307125956,1.387854695,0.256832361,4176,1227
1244A,龙湾,温州,120.76,27.9747,20170601,30.625,4104,7570,2353809.713,70498.58135,16,1.17950809,321.7615356,290.9420166,100536.5547,0.002538435,329.4247131,-5.69942e-05,78.96625519,-0.730107486,-0.926381409,0.518862009,3556,208
2517A,市环保站,河池,108.054,24.6928,20170601,30.28151261,4629,5537,1253969.228,-540945.8669,245,0.535634458,270.6789856,292.1390686,96881.55469,0.003584113,238.6083221,-1.20872e-05,79.8213501,-0.535597146,-0.006322374,0.575574994,5054,1149
1948A,大武口黄河东街,石嘴山,106.3717,39.0153,20170601,49.59103641,2338,5267,895615.8444,1138099.749,1110,0.68385905,120.7404327,284.3329773,88127.45313,0.000343931,212.1736603,-6.47785e-06,38.18918228,0.587792933,-0.349517733,0.391967505,2036,751
2705A,第二水厂,伊犁哈萨克州,81.3364,43.941,20170601,54.96022727,1550,1262,-991604.3656,1757332.027,664,0.524003804,347.693512,285.4779358,92675.10156,0.000412368,278.4420471,-1.29559e-05,46.75620651,-0.111731127,-0.511953294,0.207190394,2589,1318
2658A,仓门街子站,酒泉,98.509,39.746,20170601,32.68854749,2221,4009,273742.0588,1180166.037,1467,1.165856719,32.14234161,282.2484741,83745.92969,0.0002078,131.4166107,-6.93406e-06,37.21934891,0.62024796,0.987174928,0.227842391,2087,1274
2619A,泸水一中,怒江州,98.8546,25.8417,20170601,15.54347826,4445,4065,366013.8104,-483171.6468,1021,0.498714298,95.24827576,287.3891907,80338.42188,0.003561329,36.45748901,-9.06615e-07,77.69726563,0.496625751,-0.045593917,0.223707095,5520,1239
2632A,林芝监测站,林芝地区,94.3681,29.6376,20170601,9.39017341,3838,3347,-57140.49478,-42861.69842,3017,0.269031703,206.3456268,275.1026917,63637.25391,0.002380212,158.4367981,-4.02048e-06,78.79019165,-0.119388916,0.241089895,0.135992765,3030,1249
